# LAMMPS data file written by OVITO Basic 3.11.2

40000 atoms
2 atom types

-0.0322062552 126.8254437654 xlo xhi
-23.7503564017 55.4003563946 ylo yhi
-0.0128563981 158.2885691944 zlo zhi

Atom Type Labels

1 W
2 Mo

Masses

1 183.85  # W
2 95.94  # Mo

Atoms  # atomic

460 1 30.1064 7.85056 7.81017
462 2 1.56708 11.0499 7.82368
663 2 3.13944 9.57428 9.41649
662 2 1.54975 11.028 11.0269
464 1 4.71344 11.1303 7.89321
665 1 6.31218 9.63429 9.47534
664 1 4.67329 11.1748 11.0222
466 2 7.99216 11.1399 7.85003
666 1 7.91107 11.1664 11.0477
468 2 11.0876 11.1361 7.91765
667 2 9.57539 9.52674 9.48814
668 2 11.0834 11.1574 10.9817
650 2 14.2521 7.94191 11.0168
470 1 14.2446 11.1599 7.88901
669 1 12.6785 9.49072 9.45629
670 1 14.2674 11.1078 11.0026
671 1 15.8636 9.56273 9.41388
652 1 17.3597 7.94031 10.9412
472 1 17.3898 11.1379 7.8096
673 2 18.9209 9.56997 9.42602
672 2 17.3756 11.1402 11.0415
454 2 20.5681 7.87959 7.90924
656 1 23.6886 7.81982 11.0911
474 2 20.5973 11.0649 7.79296
675 2 22.1534 9.51701 9.46127
674 2 20.5784 11.1517 11.015
456 2 23.7904 7.94279 7.90517
458 1 26.8599 7.82855 7.80862
476 1 23.8327 11.0019 7.76163
676 2 23.7206 11.0174 11.0206
478 2 27.0028 10.9313 7.8874
677 2 25.3685 9.49473 9.45015
678 2 26.8947 11.0186 10.9507
480 2 30.1411 11.069 7.85686
679 1 28.5715 9.43604 9.43436
680 1 30.066 11.1286 11.0832
1517 2 25.4002 15.7413 22.1096
683 2 3.16076 12.6779 9.38769
482 1 1.55516 14.279 7.85255
682 2 1.5261 14.3667 11.0604
221 2 0.0033499794 3.19602 3.16523
484 1 4.76199 14.2734 7.85791
685 2 6.26732 12.6807 9.504
684 2 4.70219 14.4169 11.0514
486 2 7.92304 14.2514 7.88612
686 2 7.86581 14.2671 11.0595
6461 1 31.6692 9.44701 22.0554
488 1 11.1034 14.3072 7.86404
687 2 9.49385 12.6689 9.49308
688 2 10.9986 14.3039 11.0672
6401 1 31.6532 -0.0218235 22.1178
490 1 14.2375 14.2616 7.87866
689 1 12.5737 12.7885 9.46375
690 1 14.225 14.2314 11.0464
691 1 15.8515 12.7629 9.41365
693 2 19.0352 12.7039 9.40095
492 1 17.3977 14.2952 7.84903
692 1 17.4397 14.3064 11.0377
5241 2 31.6605 6.17375 3.18792
695 1 22.1756 12.5884 9.44589
494 1 20.6088 14.239 7.90303
694 1 20.5998 14.2616 11.0899
696 2 23.8412 14.3214 11.1385
496 1 23.7897 14.2038 7.90149
697 2 25.4118 12.6034 9.3929
498 1 26.9396 14.1965 7.78896
698 1 27.026 14.3078 11.0548
717 1 25.3971 15.7461 9.42004
1295 1 22.1531 12.6891 18.9728
500 2 30.0532 14.1756 7.8844
699 1 28.4585 12.6397 9.39648
700 2 30.1135 14.1663 10.8827
5801 2 31.5826 -0.102119 12.4109
802 2 1.68493 1.59282 14.1972
823 2 3.15081 3.37094 12.7127
1294 1 20.5677 14.1852 20.5161
825 1 6.33255 3.26355 12.6911
804 1 4.76332 1.67586 14.1942
